Genesymbol	miRNA	Cancertype	Targetsiteclass
PBX1	hsa-miR-4749-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-331-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-4722-3p	"LiverCancer(RIKEN,JP)"	Created
PBX1	hsa-miR-4749-3p	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
RARB	hsa-miR-548ao-5p	"LiverCancer(RIKEN,JP)"	Created
RARB	hsa-miR-548ax	"LiverCancer(RIKEN,JP)"	Created
RARB	hsa-miR-562	"LiverCancer(RIKEN,JP)"	Disrupted
RARB	hsa-miR-708-3p	"LiverCancer(RIKEN,JP)"	Created
RARB	hsa-miR-548ao-5p	"LiverCancer(RIKEN,JP)"	Created
RARB	hsa-miR-548ax	"LiverCancer(RIKEN,JP)"	Created
RARB	hsa-miR-562	"LiverCancer(RIKEN,JP)"	Disrupted
RARB	hsa-miR-708-3p	"LiverCancer(RIKEN,JP)"	Created
NET1	hsa-miR-579	"LiverCancer(RIKEN,JP)"	Disrupted
NET1	hsa-miR-579	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-489	"LiverCancer(RIKEN,JP)"	Created
AFF4	hsa-miR-561-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TTC23	hsa-miR-200c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-3145-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MAFB	hsa-miR-5681b	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-569	"LiverCancer(RIKEN,JP)"	Created
MLLT6	hsa-miR-3130-3p	"LiverCancer(RIKEN,JP)"	Created
MLLT6	hsa-miR-500a-3p	"LiverCancer(RIKEN,JP)"	Created
FGF5	hsa-miR-205-5p	"LiverCancer(RIKEN,JP)"	Disrupted
FGF5	hsa-miR-205-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-452-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-4695-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-452-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-4695-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ETV6	hsa-miR-3613-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-3124-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-548d-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-548d-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-3124-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-548d-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PAX5	hsa-miR-3978	"LiverCancer(RIKEN,JP)"	Created
PATZ1	hsa-miR-3143	"LiverCancer(RIKEN,JP)"	Disrupted
PATZ1	hsa-miR-3143	"LiverCancer(RIKEN,JP)"	Disrupted
PATZ1	hsa-miR-3143	"LiverCancer(RIKEN,JP)"	Disrupted
MDM2	hsa-miR-513a-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MDM2	hsa-miR-513c-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-421	"LiverCancer(RIKEN,JP)"	Created
CREB3L2	hsa-miR-4435	"LiverCancer(RIKEN,JP)"	Disrupted
WNT1	hsa-miR-3914	"LiverCancer(RIKEN,JP)"	Created
HMGA2	hsa-miR-548at-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-369-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-374b-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692b	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692c	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-369-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-374b-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692b	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692c	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-369-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-374b-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692b	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-5692c	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-183-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-183-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PLAG1	hsa-miR-183-5p	"LiverCancer(RIKEN,JP)"	Disrupted
CCND2	hsa-miR-3936	"LiverCancer(RIKEN,JP)"	Disrupted
CCND2	hsa-miR-4716-3p	"LiverCancer(RIKEN,JP)"	Created
ZNF320	hsa-miR-10b-5p	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-5003-3p	"LiverCancer(RIKEN,JP)"	Created
AFF4	hsa-miR-5680	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-539-3p	"LiverCancer(RIKEN,JP)"	Created
BCL11A	hsa-miR-4799-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-4668-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-4668-3p	"LiverCancer(RIKEN,JP)"	Disrupted
BTG1	hsa-miR-2681-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1	hsa-miR-4511	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1	hsa-miR-4511	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1	hsa-miR-191-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1	hsa-miR-4511	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1	hsa-miR-191-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1	hsa-miR-4511	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4284	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4437	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4721	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-5088	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4284	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4437	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4721	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-5088	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4284	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4437	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4721	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-5088	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4284	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4437	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-4721	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-5088	"LiverCancer(RIKEN,JP)"	Disrupted
KRAS	hsa-miR-4678	"LiverCancer(RIKEN,JP)"	Created
KRAS	hsa-miR-4678	"LiverCancer(RIKEN,JP)"	Created
ERBB3	hsa-miR-708-5p	"LiverCancer(RIKEN,JP)"	Created
GAS7	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
GAS7	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
PAX7	hsa-miR-4422	"LiverCancer(RIKEN,JP)"	Disrupted
PAX7	hsa-miR-4668-3p	"LiverCancer(RIKEN,JP)"	Created
AKAP13	hsa-miR-4796-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKAP13	hsa-miR-4796-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKAP13	hsa-miR-4263	"LiverCancer(RIKEN,JP)"	Disrupted
AKAP13	hsa-miR-576-5p	"LiverCancer(RIKEN,JP)"	Disrupted
AKAP13	hsa-miR-4263	"LiverCancer(RIKEN,JP)"	Disrupted
AKAP13	hsa-miR-576-5p	"LiverCancer(RIKEN,JP)"	Disrupted
TAL1	hsa-miR-335-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-3619-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-3619-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-3619-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-3619-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MDM2	hsa-miR-4432	"LiverCancer(RIKEN,JP)"	Disrupted
MDM2	hsa-miR-4462	"LiverCancer(RIKEN,JP)"	Created
BTG1	hsa-miR-5587-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TPM3	hsa-miR-4524a-5p	"LiverCancer(RIKEN,JP)"	Created
TPM3	hsa-miR-4524b-5p	"LiverCancer(RIKEN,JP)"	Created
TPM3	hsa-miR-497-5p	"LiverCancer(RIKEN,JP)"	Created
TOP1	hsa-miR-548aj-5p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-548g-5p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-548x-5p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-382-5p	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-490-3p	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-619	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-649	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-875-3p	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-490-3p	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-619	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-649	"LiverCancer(RIKEN,JP)"	Created
TEF	hsa-miR-875-3p	"LiverCancer(RIKEN,JP)"	Created
AKT2	hsa-miR-3616-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKT2	hsa-miR-3616-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKT2	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKT2	hsa-miR-3616-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AKT2	hsa-miR-4436b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
EGFR	hsa-miR-377-3p	"LiverCancer(RIKEN,JP)"	Created
MAF	hsa-miR-19a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
MAF	hsa-miR-19b-1-5p	"LiverCancer(RIKEN,JP)"	Disrupted
MAF	hsa-miR-19b-2-5p	"LiverCancer(RIKEN,JP)"	Disrupted
MAF	hsa-miR-452-5p	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-3609	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-4272	"LiverCancer(RIKEN,JP)"	Created
SMAP2	hsa-miR-5196-5p	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-5196-5p	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-5196-5p	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-5196-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-3152-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-4774-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-3152-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-4774-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-129-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-3680-3p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-450b-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-507	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-568	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-129-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-450b-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-507	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-568	"LiverCancer(RIKEN,JP)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
FGFR2	hsa-miR-4712-5p	"GastricCancer(CCGC,CN)"	Disrupted
DEK	hsa-miR-1236	"LiverCancer(NCC,JP)"	Created
DEK	hsa-miR-1236	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-1257	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-15b-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-1257	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-15b-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-1257	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-15b-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-1257	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-15b-3p	"LiverCancer(NCC,JP)"	Created
HLF	hsa-miR-29a-5p	"LiverCancer(NCC,JP)"	Created
HLF	hsa-miR-4502	"LiverCancer(NCC,JP)"	Disrupted
HLF	hsa-miR-592	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-361-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-361-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-361-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-361-3p	"LiverCancer(NCC,JP)"	Created
PDGFRA	hsa-miR-3185	"LiverCancer(NCC,JP)"	Disrupted
CRK	hsa-miR-539-5p	"LiverCancer(NCC,JP)"	Disrupted
AFF1	hsa-miR-3529-3p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-4709-5p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-3529-3p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-4709-5p	"LiverCancer(NCC,JP)"	Created
FOXO1	hsa-miR-1305	"LiverCancer(NCC,JP)"	Created
FOXO1	hsa-miR-335-3p	"LiverCancer(NCC,JP)"	Created
ARAF	hsa-miR-3622a-5p	"LiverCancer(NCC,JP)"	Disrupted
ARAF	hsa-miR-4514	"LiverCancer(NCC,JP)"	Disrupted
ARAF	hsa-miR-3622a-5p	"LiverCancer(NCC,JP)"	Disrupted
ARAF	hsa-miR-4514	"LiverCancer(NCC,JP)"	Disrupted
BCL11A	hsa-miR-548ac	"LiverCancer(NCC,JP)"	Created
BCL11A	hsa-miR-548h-3p	"LiverCancer(NCC,JP)"	Created
BCL11A	hsa-miR-548z	"LiverCancer(NCC,JP)"	Created
ZNF320	hsa-miR-193b-3p	"LiverCancer(NCC,JP)"	Disrupted
ING3	hsa-miR-200b-5p	"LiverCancer(NCC,JP)"	Created
MTCP1	hsa-miR-369-3p	"LiverCancer(NCC,JP)"	Disrupted
ZNF320	hsa-miR-3184-3p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-4530	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-16-5p	"LiverCancer(NCC,JP)"	Created
BCL2	hsa-miR-584-5p	"LiverCancer(NCC,JP)"	Created
PBX1	hsa-miR-4297	"LiverCancer(NCC,JP)"	Created
ELL	hsa-miR-186-3p	"LiverCancer(NCC,JP)"	Disrupted
SKIL	hsa-miR-491-3p	"LiverCancer(NCC,JP)"	Created
SKIL	hsa-miR-491-3p	"LiverCancer(NCC,JP)"	Created
SKIL	hsa-miR-491-3p	"LiverCancer(NCC,JP)"	Created
SKIL	hsa-miR-491-3p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-143-5p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-19a-3p	"LiverCancer(NCC,JP)"	Disrupted
AFF1	hsa-miR-143-5p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-19a-3p	"LiverCancer(NCC,JP)"	Disrupted
ENTPD5	hsa-miR-5691	"LiverCancer(NCC,JP)"	Disrupted
AFF4	hsa-miR-455-5p	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
HCK	hsa-miR-1193	"LiverCancer(NCC,JP)"	Disrupted
AFF4	hsa-miR-3692-3p	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-3914	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-506-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-3914	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-506-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-3914	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-506-3p	"LiverCancer(NCC,JP)"	Disrupted
RARA	hsa-miR-2355-5p	"LiverCancer(NCC,JP)"	Disrupted
RARA	hsa-miR-3925-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-4712-5p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-766-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-2355-5p	"LiverCancer(NCC,JP)"	Disrupted
RARA	hsa-miR-3925-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-4712-5p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-766-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-2355-5p	"LiverCancer(NCC,JP)"	Disrupted
RARA	hsa-miR-3925-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-4712-5p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-766-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-2355-5p	"LiverCancer(NCC,JP)"	Disrupted
RARA	hsa-miR-3925-3p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-4712-5p	"LiverCancer(NCC,JP)"	Created
RARA	hsa-miR-766-3p	"LiverCancer(NCC,JP)"	Created
MKRN2	hsa-miR-2054	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-4635	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-526b-5p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-578	"LiverCancer(NCC,JP)"	Disrupted
AKAP13	hsa-miR-4459	"LiverCancer(NCC,JP)"	Disrupted
AKAP13	hsa-miR-4459	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1224-3p	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1260a	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1260b	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-4733-5p	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1224-3p	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1260a	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-1260b	"LiverCancer(NCC,JP)"	Disrupted
VHL	hsa-miR-4733-5p	"LiverCancer(NCC,JP)"	Disrupted
WWTR1	hsa-miR-3688-5p	"LiverCancer(NCC,JP)"	Disrupted
WWTR1	hsa-miR-4684-3p	"LiverCancer(NCC,JP)"	Created
WWTR1	hsa-miR-3688-5p	"LiverCancer(NCC,JP)"	Disrupted
WWTR1	hsa-miR-4684-3p	"LiverCancer(NCC,JP)"	Created
WWTR1	hsa-miR-3688-5p	"LiverCancer(NCC,JP)"	Disrupted
WWTR1	hsa-miR-4684-3p	"LiverCancer(NCC,JP)"	Created
CBL	hsa-miR-3144-3p	"LiverCancer(NCC,JP)"	Created
PDGFRB	hsa-miR-3616-5p	"LiverCancer(NCC,JP)"	Created
CRKL	hsa-miR-2116-5p	"LiverCancer(NCC,JP)"	Created
CRKL	hsa-miR-4273	"LiverCancer(NCC,JP)"	Created
REL	hsa-miR-204-3p	"ProstateCancer(OICR,CA)"	Created
WNT5A	hsa-miR-920	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
WNT5A	hsa-miR-920	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
FGF5	hsa-miR-627	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
WISP1	hsa-miR-4762-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-596	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-4295	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-652-3p	"ProstateCancer(OICR,CA)"	Disrupted
SYK	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Disrupted
SYK	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Disrupted
SYK	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Disrupted
SYK	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Disrupted
SYK	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-548ab	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548av-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548n	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-1275	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-450a-3p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-3120-3p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-4524a-5p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-4524a-5p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-4524a-5p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-4524a-5p	"ProstateCancer(OICR,CA)"	Disrupted
SPECC1	hsa-miR-654-3p	"ProstateCancer(OICR,CA)"	Disrupted
SPECC1	hsa-miR-654-3p	"ProstateCancer(OICR,CA)"	Disrupted
SPECC1	hsa-miR-654-3p	"ProstateCancer(OICR,CA)"	Disrupted
SS18	hsa-miR-3202	"ProstateCancer(OICR,CA)"	Disrupted
SS18	hsa-miR-3202	"ProstateCancer(OICR,CA)"	Disrupted
